"";"id";"paper_no";"species_complete";"simp_trait";"T";"mean";"units"
"830";904;1316;"Apalone mutica";"Mass";32,5;6,94;"g"
"831";904;1316;"Apalone mutica";"Mass";28,5;6,96;"g"
"832";904;1316;"Apalone mutica";"Mass";28,5;7,08;"g"
"833";904;1316;"Apalone mutica";"Mass";28,5;6,97;"g"
"834";904;1316;"Apalone mutica";"Mass";32,5;6,89;"g"
"835";904;1316;"Apalone mutica";"Mass";32,5;7,01;"g"
"836";904;1316;"Apalone mutica";"Mass";32,5;6,99;"g"
"837";904;1316;"Apalone mutica";"Mass";28,5;5,09;"g"
"838";904;1316;"Apalone mutica";"Mass";28,5;5,13;"g"
"839";904;1316;"Apalone mutica";"Mass";28,5;5,14;"g"
"840";904;1316;"Apalone mutica";"Mass";32,5;5,17;"g"
"841";904;1316;"Apalone mutica";"Mass";32,5;4,86;"g"
"842";904;1316;"Apalone mutica";"Mass";32,5;4,87;"g"
"843";918;1319;"Emys orbicularis";"Mass";28;5,07;"g"
"844";924;1322;"Sphenodon punctatus";"Mass";18;4,65;"g"
"845";924;1322;"Sphenodon punctatus";"Mass";18;14,05;"g"
"846";924;1322;"Sphenodon punctatus";"Mass";21;4,7;"g"
"847";924;1322;"Sphenodon punctatus";"Mass";21;18,08;"g"
"848";924;1322;"Sphenodon punctatus";"Mass";22;4,55;"g"
"849";924;1322;"Sphenodon punctatus";"Mass";22;17,65;"g"
"850";935;1327;"Chelydra serpentina";"Mass";21,5;10,9;"g"
"851";935;1327;"Chelydra serpentina";"Mass";21,5;9,9;"g"
"852";935;1327;"Chelydra serpentina";"Mass";21,5;8,8;"g"
"853";935;1327;"Chelydra serpentina";"Mass";21,5;9,1;"g"
"854";935;1327;"Chelydra serpentina";"Mass";24,5;11,4;"g"
"855";935;1327;"Chelydra serpentina";"Mass";24,5;9,8;"g"
"856";935;1327;"Chelydra serpentina";"Mass";27,5;11,3;"g"
"857";935;1327;"Chelydra serpentina";"Mass";27,5;9,8;"g"
"858";935;1327;"Chelydra serpentina";"Mass";27,5;11,1;"g"
"859";935;1327;"Chelydra serpentina";"Mass";27,5;9,8;"g"
"860";935;1327;"Chelydra serpentina";"Mass";30,5;10;"g"
"861";935;1327;"Chelydra serpentina";"Mass";30,5;9,4;"g"
"862";938;1328;"Chelydra serpentina";"Mass";21,5;10,7;"g"
"863";938;1328;"Chelydra serpentina";"Mass";21,5;9,9;"g"
"864";938;1328;"Chelydra serpentina";"Mass";21,5;9;"g"
"865";938;1328;"Chelydra serpentina";"Mass";21,5;9,3;"g"
"866";938;1328;"Chelydra serpentina";"Mass";24,5;11,4;"g"
"867";938;1328;"Chelydra serpentina";"Mass";24,5;9,1;"g"
"868";938;1328;"Chelydra serpentina";"Mass";27,5;11,3;"g"
"869";938;1328;"Chelydra serpentina";"Mass";27,5;9,7;"g"
"870";938;1328;"Chelydra serpentina";"Mass";27,5;11,3;"g"
"871";938;1328;"Chelydra serpentina";"Mass";27,5;11,1;"g"
"872";938;1328;"Chelydra serpentina";"Mass";27,5;9,9;"g"
"873";938;1328;"Chelydra serpentina";"Mass";30,5;10;"g"
"874";938;1328;"Chelydra serpentina";"Mass";30,5;8,9;"g"
"875";947;1332;"Sceloporus undulatus";"Mass";24;0,61;"g"
"876";947;1332;"Sceloporus undulatus";"Mass";27;0,59;"g"
"877";962;1340;"Chrysemys picta";"Mass";27;4,809;"g"
"878";962;1340;"Chrysemys picta";"Mass";27;4,686;"g"
"879";962;1340;"Chrysemys picta";"Mass";27;4,726;"g"
"880";972;1343;"Takydromus wolteri";"Mass";24;239;"g"
"881";972;1343;"Takydromus wolteri";"Mass";27;244,7;"g"
"882";972;1343;"Takydromus wolteri";"Mass";30;222,5;"g"
"883";972;1343;"Takydromus wolteri";"Mass";33;212;"g"
"884";972;1343;"Takydromus wolteri";"Mass";24;0,242;"mg"
"885";972;1343;"Takydromus wolteri";"Mass";24;0,2367;"mg"
"886";972;1343;"Takydromus wolteri";"Mass";27;0,2409;"mg"
"887";972;1343;"Takydromus wolteri";"Mass";27;0,2463;"mg"
"888";972;1343;"Takydromus wolteri";"Mass";30;0,2123;"mg"
"889";972;1343;"Takydromus wolteri";"Mass";30;0,2361;"mg"
