
code	|	name	|	preferred name	|	taxid
3	|	Flexiseps elongatus	|	 	|	 
1	|	Flexiseps johannae	|	 	|	1407669
1	|	Flexiseps mandokava	|	 	|	257063
1	|	Flexiseps melanurus	|	 	|	249442
1	|	Flexiseps meva	|	 	|	1144735
1	|	Flexiseps ornaticeps	|	 	|	249444
3	|	Flexiseps stylus	|	 	|	 
1	|	Flexiseps tanysoma	|	Amphiglossus tanysoma	|	249447
1	|	Flexiseps tsaratananensis	|	 	|	249454
3	|	Flexiseps valhallae	|	 	|	 
1	|	Fojia bumui	|	 	|	1544884
1	|	Fordonia leucobalia	|	 	|	192595
3	|	Fowlea asperrima	|	 	|	 
1	|	Fowlea flavipunctata	|	Fowlea flavipunctatus	|	2743350
3	|	Fowlea melanzosta	|	 	|	 
1	|	Fowlea piscator	|	 	|	2879141
3	|	Fowlea punctulata	|	 	|	 
1	|	Fowlea sanctijohannis	|	 	|	2899886
3	|	Fowlea schnurrenbergeri	|	 	|	 
3	|	Fowlea unicolor	|	 	|	 
3	|	Fowlea yunnanensis	|	 	|	 
1	|	Furcifer angeli	|	 	|	187937
1	|	Furcifer antimena	|	 	|	617157
1	|	Furcifer balteatus	|	 	|	179923
1	|	Furcifer belalandaensis	|	 	|	179924
1	|	Furcifer bifidus	|	 	|	187938
1	|	Furcifer campani	|	 	|	179925
1	|	Furcifer cephalolepis	|	 	|	334215
1	|	Furcifer labordi	|	 	|	143473
1	|	Furcifer lateralis	|	 	|	179926
1	|	Furcifer major	|	 	|	1199147
1	|	Furcifer minor	|	 	|	181670
3	|	Furcifer monoceras	|	 	|	 
1	|	Furcifer nicosiai	|	 	|	1175237
1	|	Furcifer oustaleti	|	 	|	179927
1	|	Furcifer pardalis	|	 	|	187939
1	|	Furcifer petteri	|	 	|	187940
1	|	Furcifer polleni	|	 	|	334216
1	|	Furcifer rhinoceratus	|	 	|	1175239
1	|	Furcifer timoni	|	 	|	886554
3	|	Furcifer tuzetae	|	 	|	 
1	|	Furcifer verrucosus	|	 	|	179928
1	|	Furcifer viridis	|	 	|	1199148
1	|	Furcifer voeltzkowi	|	 	|	2747869
1	|	Furcifer willsii	|	 	|	886557
3	|	Furina barnardi	|	 	|	 
1	|	Furina diadema	|	 	|	529696
3	|	Furina dunmalli	|	 	|	 
1	|	Furina ornata	|	 	|	529697
3	|	Furina tristis	|	 	|	 
1	|	Gallotia atlantica	|	 	|	39309
3	|	Gallotia auaritae	|	 	|	 
1	|	Gallotia bravoana	|	 	|	858662
1	|	Gallotia caesaris	|	 	|	192526
1	|	Gallotia galloti	|	 	|	39310
1	|	Gallotia intermedia	|	 	|	192529
1	|	Gallotia simonyi	|	 	|	49203
1	|	Gallotia stehlini	|	 	|	39311
3	|	Galvarinus attenuatus	|	 	|	 
1	|	Galvarinus chilensis	|	 	|	1050404
3	|	Galvarinus tarmensis	|	 	|	 
1	|	Gambelia copeii	|	 	|	475045
1	|	Gambelia sila	|	 	|	475046
1	|	Gambelia wislizenii	|	 	|	43593
1	|	Garthia gaudichaudii	|	 	|	655434
3	|	Garthia penai	|	 	|	 
1	|	Garthius chaseni	|	 	|	242059
3	|	Gastropholis echinata	|	 	|	 
1	|	Gastropholis prasina	|	 	|	1075115
3	|	Gastropholis tropidopholis	|	 	|	 
1	|	Gastropholis vittata	|	 	|	1075113
1	|	Gavialis gangeticus	|	 	|	94835
3	|	Geagras redimitus	|	 	|	 
1	|	Geckolepis humbloti	|	 	|	1735649
1	|	Geckolepis maculata	|	 	|	476477
3	|	Geckolepis megalepis	|	 	|	 
1	|	Geckolepis polylepis	|	 	|	476479
1	|	Geckolepis typica	|	 	|	476480
3	|	Gehyra angusticaudata	|	 	|	 
3	|	Gehyra arnhemica	|	 	|	 
1	|	Gehyra australis	|	 	|	747201
1	|	Gehyra baliola	|	 	|	747202
1	|	Gehyra barea	|	 	|	747231
1	|	Gehyra borroloola	|	 	|	747203
1	|	Gehyra brevipalmata	|	 	|	1127063
3	|	Gehyra calcitectus	|	 	|	 
1	|	Gehyra capensis	|	 	|	2293837
1	|	Gehyra catenata	|	 	|	747204
3	|	Gehyra chimera	|	 	|	 
1	|	Gehyra crypta	|	 	|	2293884
1	|	Gehyra dubia	|	 	|	747205
1	|	Gehyra einasleighensis	|	 	|	1960915
1	|	Gehyra electrum	|	 	|	2676258
1	|	Gehyra fehlmanni	|	 	|	1127064
3	|	Gehyra fenestrula	|	 	|	 
3	|	Gehyra finipunctata	|	 	|	 
1	|	Gehyra gemina	|	 	|	2856562
1	|	Gehyra georgpotthasti	|	 	|	1955236
1	|	Gehyra girloorloo	|	 	|	2035133
3	|	Gehyra granulum	|	 	|	 
1	|	Gehyra incognita	|	 	|	2293839
2	|	Gehyra insulensis	|	Gehyra mutilata	|	146909
3	|	Gehyra interstitialis	|	 	|	 
1	|	Gehyra ipsa	|	Gehyra koira ipsa	|	747220
1	|	Gehyra kimberleyi	|	 	|	2035135
1	|	Gehyra koira	|	 	|	747206
1	|	Gehyra lacerata	|	 	|	1127065
1	|	Gehyra lapistola	|	 	|	2856563
3	|	Gehyra lauta	|	 	|	 
1	|	Gehyra lazelli	|	 	|	747207
3	|	Gehyra leopoldi	|	 	|	 
3	|	Gehyra macra	|	 	|	 
1	|	Gehyra marginata	|	 	|	1074251
3	|	Gehyra media	|	 	|	 
1	|	Gehyra membranacruralis	|	 	|	747208
3	|	Gehyra micra	|	 	|	 
1	|	Gehyra minuta	|	 	|	747209
1	|	Gehyra montium	|	 	|	747210
1	|	Gehyra moritzi	|	 	|	1955237
1	|	Gehyra multiporosa	|	 	|	1338038
1	|	Gehyra mutilata	|	 	|	146909
1	|	Gehyra nana	|	 	|	747211
1	|	Gehyra occidentalis	|	 	|	747212
1	|	Gehyra oceanica	|	 	|	747213
3	|	Gehyra ocellata	|	 	|	 
1	|	Gehyra pamela	|	 	|	747214
3	|	Gehyra papuana	|	 	|	 
3	|	Gehyra paranana	|	 	|	 
3	|	Gehyra peninsularis	|	 	|	 
1	|	Gehyra pilbara	|	 	|	747215
3	|	Gehyra pluraporosa	|	 	|	 
3	|	Gehyra polka	|	 	|	 
3	|	Gehyra pseudopunctata	|	 	|	 
1	|	Gehyra pulingka	|	 	|	1955238
1	|	Gehyra punctata	|	 	|	747216
1	|	Gehyra purpurascens	|	 	|	747217
1	|	Gehyra robusta	|	 	|	747218
1	|	Gehyra rohan	|	 	|	1955239
3	|	Gehyra serraticauda	|	 	|	 
1	|	Gehyra spheniscus	|	 	|	1338039
1	|	Gehyra unguiculata	|	 	|	2293883
1	|	Gehyra variegata	|	 	|	95114
3	|	Gehyra versicolor	|	 	|	 
1	|	Gehyra vorax	|	 	|	1155782
3	|	Gehyra wongchan	|	 	|	 
1	|	Gehyra xenopus	|	 	|	747219
3	|	Gekko aaronbaueri	|	 	|	 
1	|	Gekko adleri	|	 	|	1354924
3	|	Gekko albofasciolatus	|	 	|	 
3	|	Gekko albomaculatus	|	 	|	 
1	|	Gekko athymus	|	 	|	1085619
1	|	Gekko auriverrucosus	|	 	|	515998
1	|	Gekko badenii	|	 	|	1085617
3	|	Gekko bannaense	|	 	|	 
1	|	Gekko boehmei	|	 	|	1699782
1	|	Gekko bonkowskii	|	 	|	1699781
3	|	Gekko brooksii	|	 	|	 
3	|	Gekko browni	|	 	|	 
1	|	Gekko canaensis	|	 	|	2703973
3	|	Gekko canhi	|	 	|	 
1	|	Gekko carusadensis	|	 	|	1118396
1	|	Gekko chinensis	|	 	|	515997
1	|	Gekko cib	|	 	|	2801910
3	|	Gekko cicakterbang	|	 	|	 
1	|	Gekko coi	|	 	|	1118509
1	|	Gekko crombota	|	 	|	655675
1	|	Gekko ernstkelleri	|	 	|	1118397
1	|	Gekko flavimaritus	|	 	|	2572845
1	|	Gekko gecko	|	 	|	36310
1	|	Gekko gigante	|	 	|	1118398
1	|	Gekko grossmanni	|	 	|	1085616
3	|	Gekko guishanicus	|	 	|	 
3	|	Gekko gulat	|	 	|	 
1	|	Gekko hokouensis	|	 	|	146910
3	|	Gekko horsfieldii	|	 	|	 
1	|	Gekko hulk	|	 	|	2951070
3	|	Gekko intermedium	|	 	|	 
3	|	Gekko iskandari	|	 	|	 
1	|	Gekko japonicus	|	 	|	146911
1	|	Gekko jinjiangensis	|	 	|	2850563
3	|	Gekko kabkaebin	|	 	|	 
1	|	Gekko kaengkrachanense	|	 	|	2823937
1	|	Gekko khunkhamensis	|	 	|	2912761
1	|	Gekko kikuchii	|	 	|	1367210
1	|	Gekko kuhli	|	 	|	1118402
1	|	Gekko kwangsiensis	|	 	|	2801906
1	|	Gekko lauhachindai	|	 	|	2572841
3	|	Gekko liboensis	|	 	|	 
3	|	Gekko lionotum	|	 	|	 
1	|	Gekko melli	|	 	|	1278061
1	|	Gekko mindorensis	|	 	|	655676
1	|	Gekko monarchus	|	 	|	655677
1	|	Gekko nadenensis	|	 	|	1932359
3	|	Gekko nicobarensis	|	 	|	 
3	|	Gekko nutaphandi	|	 	|	 
1	|	Gekko palawanensis	|	 	|	1118399
1	|	Gekko palmatus	|	 	|	1354923
1	|	Gekko petricolus	|	 	|	1085618
1	|	Gekko phuyenensis	|	 	|	2802207
3	|	Gekko popaense	|	 	|	 
1	|	Gekko porosus	|	 	|	655678
3	|	Gekko pradapdao	|	 	|	 
1	|	Gekko reevesii	|	 	|	2801905
1	|	Gekko remotus	|	 	|	2927047
3	|	Gekko rhacophorus	|	 	|	 
1	|	Gekko romblon	|	 	|	1118507
1	|	Gekko rossi	|	 	|	655688
1	|	Gekko russelltraini	|	 	|	2703974
1	|	Gekko scabridus	|	 	|	879548
1	|	Gekko scientiadventura	|	 	|	1592193
1	|	Gekko sengchanthavongi	|	 	|	1699783
1	|	Gekko shibatai	|	 	|	2954248
3	|	Gekko siamensis	|	 	|	 
1	|	Gekko similignum	|	 	|	2116494
1	|	Gekko smithii	|	 	|	655679
3	|	Gekko sorok	|	 	|	 
3	|	Gekko stoliczkai	|	 	|	 
1	|	Gekko subpalmatus	|	 	|	515999
1	|	Gekko swinhonis	|	 	|	146912
3	|	Gekko taibaiensis	|	 	|	 
1	|	Gekko takouensis	|	 	|	2704012
1	|	Gekko tawaensis	|	 	|	2954243
1	|	Gekko thakhekensis	|	 	|	1592194
1	|	Gekko tokehos	|	 	|	2836300
3	|	Gekko trinotaterra	|	 	|	 
1	|	Gekko truongi	|	 	|	1592195
1	|	Gekko verreauxi	|	 	|	2748832
3	|	Gekko vertebralis	|	 	|	 
1	|	Gekko vietnamensis	|	 	|	2704013
1	|	Gekko vittatus	|	 	|	278186
3	|	Gekko wenxianensis	|	 	|	 
1	|	Gekko yakuensis	|	 	|	2840970
1	|	Gelanesaurus cochranae	|	 	|	1819695
1	|	Gelanesaurus flavogularis	|	 	|	1819705
1	|	Geocalamus acutus	|	 	|	261498
3	|	Geocalamus modestus	|	 	|	 
1	|	Geochelone elegans	|	 	|	180179
1	|	Geochelone platynota	|	 	|	286019
1	|	Geoclemys hamiltonii	|	 	|	260639
1	|	Geoemyda japonica	|	 	|	204960
1	|	Geoemyda spengleri	|	 	|	74936
3	|	Geomyersia coggeri	|	 	|	 
3	|	Geomyersia glabra	|	 	|	 
3	|	Geophis annuliferus	|	 	|	 
1	|	Geophis anocularis	|	 	|	2590915
3	|	Geophis bellus	|	 	|	 
1	|	Geophis berillus	|	 	|	3026519
3	|	Geophis betaniensis	|	 	|	 
1	|	Geophis bicolor	|	 	|	1212709
1	|	Geophis blanchardi	|	 	|	2590907
1	|	Geophis brachycephalus	|	 	|	2202320
1	|	Geophis cancellatus	|	 	|	2590908
1	|	Geophis cansecoi	|	 	|	3004189
1	|	Geophis carinosus	|	 	|	699581
3	|	Geophis chalybeus	|	 	|	 
3	|	Geophis championi	|	 	|	 
1	|	Geophis damiani	|	 	|	2590909
3	|	Geophis downsi	|	 	|	 
1	|	Geophis dubius	|	 	|	1378243
1	|	Geophis duellmani	|	 	|	2590910
1	|	Geophis dugesii	|	 	|	2590906
3	|	Geophis dunni	|	 	|	 
1	|	Geophis fulvoguttatus	|	 	|	2590912
1	|	Geophis godmani	|	 	|	1260303
1	|	Geophis hoffmanni	|	 	|	2202323
1	|	Geophis immaculatus	|	 	|	2202324
3	|	Geophis incomptus	|	 	|	 
3	|	Geophis isthmicus	|	 	|	 
1	|	Geophis juarezi	|	 	|	1378242
3	|	Geophis juliai	|	 	|	 
1	|	Geophis laticinctus	|	 	|	2202325
1	|	Geophis laticollaris	|	 	|	2994168
1	|	Geophis latifrontalis	|	 	|	1378244
1	|	Geophis lorancai	|	 	|	2590918
3	|	Geophis maculiferus	|	 	|	 
1	|	Geophis mutitorques	|	 	|	2202389
1	|	Geophis nasalis	|	 	|	2202390
1	|	Geophis nephodrymus	|	 	|	2590916
3	|	Geophis nigroalbus	|	 	|	 
1	|	Geophis nigrocinctus	|	 	|	1212710
1	|	Geophis occabus	|	 	|	1378245
1	|	Geophis omiltemanus	|	 	|	1212711
1	|	Geophis petersii	|	 	|	2590914
3	|	Geophis pyburni	|	 	|	 
1	|	Geophis rhodogaster	|	 	|	2202391
3	|	Geophis rostralis	|	 	|	 
3	|	Geophis ruthveni	|	 	|	 
1	|	Geophis sallaei	|	 	|	2590911
3	|	Geophis sanniolus	|	 	|	 
3	|	Geophis sartorii	|	 	|	 
1	|	Geophis semidoliatus	|	 	|	2202392
1	|	Geophis sieboldi	|	 	|	3026530
3	|	Geophis talamancae	|	 	|	 
1	|	Geophis tarascae	|	 	|	1212712
1	|	Geophis tectus	|	 	|	2563740
1	|	Geophis turbidus	|	 	|	1378247
1	|	Geophis zeledoni	|	 	|	2202393
3	|	Geoscincus haraldmeieri	|	 	|	 
1	|	Gerarda prevostiana	|	 	|	192597
3	|	Gerrhonotus farri	|	 	|	 
1	|	Gerrhonotus infernalis	|	 	|	310520
3	|	Gerrhonotus lazcanoi	|	 	|	 
1	|	Gerrhonotus liocephalus	|	 	|	76654
1	|	Gerrhonotus lugoi	|	 	|	2218520
3	|	Gerrhonotus mccoyi	|	 	|	 
1	|	Gerrhonotus ophiurus	|	 	|	2218521
1	|	Gerrhonotus parvus	|	 	|	310521
1	|	Gerrhonotus rhombifer	|	 	|	271601
3	|	Gerrhopilus addisoni	|	 	|	 
3	|	Gerrhopilus andamanensis	|	 	|	 
3	|	Gerrhopilus ater	|	 	|	 
3	|	Gerrhopilus beddomii	|	 	|	 
3	|	Gerrhopilus bisubocularis	|	 	|	 
3	|	Gerrhopilus ceylonicus	|	 	|	 
3	|	Gerrhopilus depressiceps	|	 	|	 
3	|	Gerrhopilus eurydice	|	 	|	 
3	|	Gerrhopilus flavinotatus	|	 	|	 
3	|	Gerrhopilus floweri	|	 	|	 
3	|	Gerrhopilus fredparkeri	|	 	|	 
3	|	Gerrhopilus hades	|	 	|	 
1	|	Gerrhopilus hedraeus	|	 	|	759973
3	|	Gerrhopilus inornatus	|	 	|	 
3	|	Gerrhopilus lestes	|	 	|	 
3	|	Gerrhopilus lorealis	|	 	|	 
3	|	Gerrhopilus mcdowelli	|	 	|	 
1	|	Gerrhopilus mirus	|	 	|	1278935
3	|	Gerrhopilus oligolepis	|	 	|	 
3	|	Gerrhopilus papuanorum	|	 	|	 
3	|	Gerrhopilus persephone	|	 	|	 
3	|	Gerrhopilus polyadenus	|	 	|	 
3	|	Gerrhopilus slapcinskyi	|	 	|	 
3	|	Gerrhopilus sumatranus	|	 	|	 
3	|	Gerrhopilus suturalis	|	 	|	 
3	|	Gerrhopilus thurstoni	|	 	|	 
3	|	Gerrhopilus tindalli	|	 	|	 
3	|	Gerrhopilus wallachi	|	 	|	 
1	|	Gerrhosaurus auritus	|	 	|	219631
1	|	Gerrhosaurus bulsi	|	 	|	1444771
1	|	Gerrhosaurus flavigularis	|	 	|	174278
1	|	Gerrhosaurus multilineatus	|	 	|	219630
1	|	Gerrhosaurus nigrolineatus	|	 	|	143504
1	|	Gerrhosaurus skoogi	|	 	|	219623
1	|	Gerrhosaurus typicus	|	 	|	126622
3	|	Gigarcanum delcourti	|	 	|	 
1	|	Glaphyromorphus arnhemicus	|	Glaphyromorphus darwiniensis arnhemicus	|	221263
3	|	Glaphyromorphus clandestinus	|	 	|	 
1	|	Glaphyromorphus cracens	|	 	|	405186
3	|	Glaphyromorphus crassicauda	|	 	|	 
1	|	Glaphyromorphus darwiniensis	|	 	|	221264
1	|	Glaphyromorphus fuscicaudis	|	 	|	405189
1	|	Glaphyromorphus mjobergi	|	 	|	405190
1	|	Glaphyromorphus nigricaudis	|	 	|	1353946
3	|	Glaphyromorphus nyanchupinta	|	 	|	 
3	|	Glaphyromorphus othelarrni	|	 	|	 
1	|	Glaphyromorphus pumilus	|	 	|	405192
1	|	Glaphyromorphus punctulatus	|	 	|	405193
1	|	Glaucomastix abaetensis	|	 	|	1435415
1	|	Glaucomastix cyanura	|	 	|	2548464
3	|	Glaucomastix itabaianensis	|	 	|	 
1	|	Glaucomastix littoralis	|	 	|	2548465
1	|	Glaucomastix venetacauda	|	 	|	1747273
1	|	Gloydius angusticeps	|	 	|	3003238
1	|	Gloydius blomhoffii	|	 	|	242054
3	|	Gloydius brevicauda	|	 	|	 
1	|	Gloydius caraganus	|	Gloydius halys caraganus	|	51129
1	|	Gloydius caucasicus	|	 	|	2518875
1	|	Gloydius chambensis	|	 	|	2980570
1	|	Gloydius changdaoensis	|	Gloydius saxatilis changdaoensis	|	417380
1	|	Gloydius cognatus	|	Gloydius halys cognatus	|	1955807
1	|	Gloydius halys	|	 	|	8714
1	|	Gloydius himalayanus	|	 	|	2875555
1	|	Gloydius huangi	|	 	|	2607924
1	|	Gloydius intermedius	|	 	|	44732
1	|	Gloydius lateralis	|	 	|	2938185
3	|	Gloydius lipipengi	|	 	|	 
1	|	Gloydius liupanensis	|	 	|	1165733
1	|	Gloydius monticola	|	 	|	103940
2	|	Gloydius qinlingensis	|	Gloydius strauchi	|	103939
1	|	Gloydius rickmersi	|	 	|	1633188
1	|	Gloydius rubromaculatus	|	 	|	2041852
1	|	Gloydius shedaoensis	|	 	|	88083
1	|	Gloydius stejnegeri	|	Gloydius halys stejnegeri	|	1955805
1	|	Gloydius strauchi	|	 	|	103939
3	|	Gloydius swild	|	 	|	 
1	|	Gloydius tsushimaensis	|	 	|	1170829
1	|	Gloydius ussuriensis	|	 	|	35671
1	|	Glyptemys insculpta	|	 	|	335392
1	|	Glyptemys muhlenbergii	|	 	|	335393
1	|	Gnypetoscincus queenslandiae	|	Concinnia queenslandiae	|	1540149
1	|	Goggia braacki	|	 	|	1537749
1	|	Goggia essexi	|	 	|	2231119
1	|	Goggia gemmula	|	 	|	2231121
1	|	Goggia hewitti	|	 	|	2231122
1	|	Goggia hexapora	|	 	|	2231123
1	|	Goggia incognita	|	 	|	2231124
1	|	Goggia lineata	|	 	|	221560
1	|	Goggia matzikamaensis	|	 	|	2231125
1	|	Goggia microlepidota	|	 	|	2231126
1	|	Goggia rupicola	|	 	|	2231120
1	|	Gomesophis brasiliensis	|	 	|	666083
1	|	Gonatodes albogularis	|	 	|	460622
1	|	Gonatodes alexandermendesi	|	 	|	911496
1	|	Gonatodes annularis	|	 	|	460623
1	|	Gonatodes antillensis	|	 	|	911497
1	|	Gonatodes astralis	|	 	|	911510
3	|	Gonatodes atricucullaris	|	 	|	 
1	|	Gonatodes castanae	|	 	|	2745283
1	|	Gonatodes caudiscutatus	|	 	|	460624
1	|	Gonatodes ceciliae	|	 	|	462277
1	|	Gonatodes chucuri	|	 	|	2682163
1	|	Gonatodes concinnatus	|	 	|	462278
1	|	Gonatodes daudini	|	 	|	460625
1	|	Gonatodes eladioi	|	 	|	462279
1	|	Gonatodes falconensis	|	 	|	911498
1	|	Gonatodes hasemani	|	 	|	460626
1	|	Gonatodes humeralis	|	 	|	341734
1	|	Gonatodes infernalis	|	 	|	911499
3	|	Gonatodes lichenosus	|	 	|	 
1	|	Gonatodes ligiae	|	 	|	1981139
3	|	Gonatodes machelae	|	 	|	 
3	|	Gonatodes nascimentoi	|	 	|	 
3	|	Gonatodes naufragus	|	 	|	 
1	|	Gonatodes ocellatus	|	 	|	462280
1	|	Gonatodes petersi	|	 	|	911501
1	|	Gonatodes purpurogularis	|	 	|	911502
1	|	Gonatodes rayito	|	 	|	1981149
1	|	Gonatodes riveroi	|	 	|	2682162
3	|	Gonatodes rozei	|	 	|	 
1	|	Gonatodes seigliei	|	 	|	911503
1	|	Gonatodes superciliaris	|	 	|	911504
1	|	Gonatodes taniae	|	 	|	911505
3	|	Gonatodes tapajonicus	|	 	|	 
3	|	Gonatodes timidus	|	 	|	 
1	|	Gonatodes vittatus	|	 	|	104610
1	|	Gongylomorphus bojerii	|	 	|	230843
1	|	Gongylomorphus borbonicus	|	Gongylomorphus bojerii borbonica	|	629770
1	|	Gongylomorphus fontenayi	|	Gongylomorphus bojerii fontenayi	|	161948
3	|	Gongylosoma baliodeira	|	 	|	 
3	|	Gongylosoma longicauda	|	 	|	 
3	|	Gongylosoma mukutense	|	 	|	 
3	|	Gongylosoma nicobariensis	|	 	|	 
1	|	Gongylosoma scriptum	|	 	|	2750907
1	|	Gonionotophis brussauxi	|	 	|	292901
1	|	Gonionotophis grantii	|	 	|	2259167
1	|	Gonionotophis klingi	|	 	|	1159286
1	|	Goniurosaurus araneus	|	 	|	449388
1	|	Goniurosaurus bawanglingensis	|	 	|	2234022
1	|	Goniurosaurus catbaensis	|	 	|	526880
1	|	Goniurosaurus chengzheng	|	 	|	2805089
1	|	Goniurosaurus gezhi	|	 	|	2740126
1	|	Goniurosaurus gollum	|	 	|	2792740
1	|	Goniurosaurus hainanensis	|	 	|	1341131
1	|	Goniurosaurus huuliensis	|	 	|	1400417
1	|	Goniurosaurus kadoorieorum	|	 	|	2740125
1	|	Goniurosaurus kuroiwae	|	 	|	96739
1	|	Goniurosaurus kwanghua	|	 	|	2661905
1	|	Goniurosaurus kwangsiensis	|	 	|	2661903
1	|	Goniurosaurus liboensis	|	 	|	1341130
1	|	Goniurosaurus lichtenfelderi	|	 	|	449389
1	|	Goniurosaurus luii	|	 	|	427908
1	|	Goniurosaurus orientalis	|	 	|	1401160
3	|	Goniurosaurus sengokui	|	 	|	 
3	|	Goniurosaurus sinensis	|	 	|	 
1	|	Goniurosaurus splendens	|	 	|	1216930
1	|	Goniurosaurus toyamai	|	 	|	1401159
1	|	Goniurosaurus varius	|	 	|	2792739
1	|	Goniurosaurus wangshu	|	 	|	2930525
1	|	Goniurosaurus yamashinae	|	 	|	1401158
1	|	Goniurosaurus yingdeensis	|	 	|	1322219
1	|	Goniurosaurus zhelongi	|	 	|	1488486
1	|	Goniurosaurus zhoui	|	 	|	2234023
1	|	Gonocephalus bellii	|	 	|	1895281
3	|	Gonocephalus beyschlagi	|	 	|	 
1	|	Gonocephalus bornensis	|	 	|	169668
1	|	Gonocephalus chamaeleontinus	|	 	|	116116
1	|	Gonocephalus doriae	|	 	|	2202394
1	|	Gonocephalus grandis	|	 	|	103701
2	|	Gonocephalus inauris	|	Gonocephalus sp. GCSarker-2022a	|	2967278
1	|	Gonocephalus interruptus	|	 	|	1895279
1	|	Gonocephalus klossi	|	 	|	2339243
1	|	Gonocephalus kuhlii	|	 	|	366612
1	|	Gonocephalus lacunosus	|	 	|	2967271
3	|	Gonocephalus liogaster	|	 	|	 
1	|	Gonocephalus megalepis	|	 	|	2967272
3	|	Gonocephalus mjobergi	|	 	|	 
1	|	Gonocephalus pyrius	|	 	|	2967273
1	|	Gonocephalus semperi	|	 	|	1655187
1	|	Gonocephalus sophiae	|	 	|	1895280
1	|	Gonyosoma boulengeri	|	 	|	186600
1	|	Gonyosoma coeruleum	|	 	|	2857110
1	|	Gonyosoma frenatum	|	 	|	1240247
3	|	Gonyosoma hainanense	|	 	|	 
1	|	Gonyosoma jansenii	|	 	|	201387
1	|	Gonyosoma margaritatum	|	 	|	1544894
1	|	Gonyosoma oxycephalum	|	 	|	39313
1	|	Gonyosoma prasinum	|	 	|	1240248
1	|	Gopherus agassizii	|	 	|	38772
1	|	Gopherus berlandieri	|	 	|	286003
1	|	Gopherus evgoodei	|	 	|	1825980
1	|	Gopherus flavomarginatus	|	 	|	286002
1	|	Gopherus morafkai	|	 	|	1644094
1	|	Gopherus polyphemus	|	 	|	38773
1	|	Gowidon longirostris	|	 	|	118216
1	|	Gracililima nyassae	|	 	|	234070
1	|	Graciliscincus shonae	|	 	|	394130
1	|	Grandidierina fierinensis	|	 	|	143652
1	|	Grandidierina lineata	|	 	|	143661
1	|	Grandidierina petiti	|	 	|	1175493
1	|	Grandidierina rubrocaudata	|	 	|	946262
1	|	Graptemys barbouri	|	 	|	33563
1	|	Graptemys caglei	|	 	|	33564
1	|	Graptemys ernsti	|	 	|	33565
1	|	Graptemys flavimaculata	|	 	|	33566
1	|	Graptemys geographica	|	 	|	8481
1	|	Graptemys gibbonsi	|	 	|	33567
1	|	Graptemys nigrinoda	|	 	|	33568
1	|	Graptemys oculifera	|	 	|	33569
1	|	Graptemys ouachitensis	|	 	|	33570
1	|	Graptemys pearlensis	|	 	|	1969995
1	|	Graptemys pseudogeographica	|	 	|	33571
1	|	Graptemys pulchra	|	 	|	33572
1	|	Graptemys sabinensis	|	Graptemys ouachitensis sabinensis	|	580252
1	|	Graptemys versa	|	 	|	33573
3	|	Grayia caesar	|	 	|	 
1	|	Grayia ornata	|	 	|	121295
1	|	Grayia smithii	|	 	|	292832
1	|	Grayia tholloni	|	 	|	382733
1	|	Grypotyphlops acutus	|	 	|	1544896
1	|	Guarocuyus jaraguanus	|	 	|	3069444
1	|	Gyalopion canum	|	 	|	703964
1	|	Gyalopion quadrangulare	|	 	|	1843394
1	|	Gyiophis maculosus	|	 	|	2911138
1	|	Gyiophis salweenensis	|	 	|	2012481
1	|	Gyiophis vorisi	|	 	|	2718907
1	|	Gymnodactylus amarali	|	 	|	933638
1	|	Gymnodactylus darwinii	|	 	|	298113
1	|	Gymnodactylus geckoides	|	 	|	298114
3	|	Gymnodactylus guttulatus	|	 	|	 
3	|	Gymnodactylus vanzolinii	|	 	|	 
1	|	Gymnophthalmus cryptus	|	 	|	88858
1	|	Gymnophthalmus leucomystax	|	 	|	88864
3	|	Gymnophthalmus lineatus	|	 	|	 
3	|	Gymnophthalmus marconaterai	|	 	|	 
3	|	Gymnophthalmus pleii	|	 	|	 
1	|	Gymnophthalmus speciosus	|	 	|	88866
1	|	Gymnophthalmus underwoodi	|	 	|	88867
1	|	Gymnophthalmus vanzoi	|	 	|	174726
3	|	Haackgreerius miopus	|	 	|	 
3	|	Habrophallos collaris	|	 	|	 
1	|	Haemodracon riebeckii	|	 	|	502496
1	|	Haemodracon trachyrhinus	|	 	|	1216929
1	|	Haitiophis anomalus	|	 	|	643563
1	|	Hakaria simonyi	|	 	|	245674
3	|	Hapsidophrys lineata	|	 	|	 
1	|	Hapsidophrys principis	|	 	|	668351
1	|	Hapsidophrys smaragdina	|	Hapsidophrys smaragdinus	|	211647
1	|	Hardella thurjii	|	 	|	204954
3	|	Harpesaurus beccarii	|	 	|	 
1	|	Harpesaurus borneensis	|	 	|	2497126
3	|	Harpesaurus brooksi	|	 	|	 
1	|	Harpesaurus ensicauda	|	 	|	2670373
3	|	Harpesaurus modiglianii	|	 	|	 
3	|	Harpesaurus tricinctus	|	 	|	 
1	|	Harrisoniascincus zia	|	 	|	394126
1	|	Hebius andreae	|	 	|	2496128
1	|	Hebius annamensis	|	 	|	1545053
3	|	Hebius arquus	|	 	|	 
1	|	Hebius atemporalis	|	 	|	1591023
1	|	Hebius beddomei	|	Sahyadriophis beddomei	|	2879143
1	|	Hebius bitaeniatus	|	 	|	1591008
1	|	Hebius boulengeri	|	 	|	1591024
3	|	Hebius celebicus	|	 	|	 
