generation,N_shifts,logPrior,logLik,eventRate,acceptRate
216000,0,0.772249,-419.207,0.292487,0.366
216500,0,0.511111,-418.371,0.447761,0.37
217000,0,1.00902,-419.518,0.116854,0.29175
217500,0,0.896373,-420.033,0.23318,0.272
218000,0,0.4294,-418.818,0.671852,0.3525
218500,0,-0.301405,-418.855,0.834014,0.394
219000,0,-1.25971,-418.889,0.246551,0.375
219500,0,0.873687,-421.172,0.254713,0.37
220000,0,0.791672,-419.299,0.333599,0.276667
220500,0,0.10408,-418.453,1.03152,0.266
221000,0,0.614035,-418.894,0.196041,0.3615
221500,0,0.0551091,-419.494,0.65621,0.38
222000,0,0.856921,-420.638,0.242885,0.376
222500,0,-0.147802,-420.518,1.11155,0.33
223000,0,0.276023,-419.927,0.835626,0.280667
223500,0,0.968994,-420.391,0.14308,0.268
224000,0,0.782199,-420.512,0.322829,0.262
224500,0,0.909797,-421.451,0.224198,0.298
225000,0,0.967749,-418.526,0.170931,0.3034
225500,0,1.0145,-419.644,0.116532,0.288
226000,0,1.11772,-418.205,0.0237114,0.294
226500,0,1.1011,-418.909,0.0317888,0.316
227000,0,0.239321,-418.81,0.897881,0.306
227500,0,1.00713,-419.16,0.120759,0.26
228000,0,0.904102,-418.404,0.232518,0.350063
228500,0,1.04916,-420.484,0.0862675,0.306
229000,0,0.245407,-421.056,0.878982,0.282
229500,0,0.723738,-419.202,0.417833,0.268
230000,0,-0.143334,-418.575,1.28436,0.289
230500,0,0.220089,-418.418,0.742375,0.304
231000,0,-1.75154,-419.879,2.71533,0.333
231500,0,0.78907,-419.04,0.13305,0.352
232000,0,0.409152,-419.228,0.0497466,0.365
232500,0,0.477815,-419.733,0.487991,0.336
233000,0,0.694768,-418.328,0.443525,0.307364
233500,0,0.149937,-419.417,0.976861,0.29
234000,0,1.01004,-420.183,0.109183,0.292
234500,0,0.0331031,-418.677,1.09851,0.29
235000,0,1.03422,-419.355,0.0887246,0.291125
235500,0,1.08785,-419.262,0.0358124,0.23
236000,0,0.768527,-419.209,0.364723,0.368
236500,0,-0.832675,-418.646,0.0408757,0.354
237000,0,0.790763,-418.404,0.346925,0.288667
237500,0,1.11202,-419.278,0.021512,0.304
238000,0,0.629303,-418.546,0.516655,0.29
238500,0,0.331289,-418.357,0.812948,0.286
239000,0,0.691867,-421.186,0.452035,0.303
239500,0,0.972515,-419.397,0.0721341,0.32
240000,0,0.97877,-419.375,0.0759127,0.345
240500,1,-0.376306,-420.366,0.670798,0.354
241000,0,-0.0947311,-419.432,1.21602,0.281294
241500,0,-0.294061,-419.49,1.41745,0.272
242000,1,0.873204,-420.572,0.873521,0.373833
242500,0,0.109533,-418.397,0.744125,0.348
243000,0,0.170376,-418.578,0.757627,0.377
243500,0,-0.657281,-418.641,1.35546,0.386
244000,0,0.791855,-418.515,0.0179437,0.3635
244500,0,0.761375,-418.828,0.383859,0.356
245000,0,0.467147,-419.558,0.672758,0.361
245500,0,-0.594015,-420.375,0.614505,0.356
246000,0,0.803673,-420.525,0.204105,0.354333
